I_mean,I_variance,I_stdDev,Q_mean,Q_variance,Q_stdDev,label
0.44019,0.815824,0.90323,-0.038591,0.005943,0.0770908,0
0.199967,1.03393,1.01682,-0.0134348,0.00832244,0.0912274,0
-0.287884,0.85144,0.922735,-0.00699143,0.00836391,0.0914544,0
0.594663,0.551657,0.742736,-0.032619,0.00626714,0.0791653,0
-0.103042,0.980437,0.99017,-0.0171534,0.0087959,0.0937865,0
0.313053,0.893981,0.945506,-0.00505471,0.00975728,0.098779,0
0.316948,0.897895,0.947573,-0.0231994,0.0138326,0.117612,0
0.161496,0.918006,0.958126,-0.0146886,0.0106036,0.102974,0
-0.0861828,1.01397,1.00696,-0.0266122,0.0227309,0.150768,0
0.511148,0.771955,0.87861,0.0266969,0.00662006,0.0813638,0
-0.0828064,1.026,1.01291,-0.0549802,0.0090694,0.0952334,0
-0.0594753,1.00445,1.00222,-0.0210859,0.00945599,0.0972419,0
0.0863988,0.916674,0.957431,-0.0381029,0.00801867,0.089547,0
-0.0301317,1.0872,1.04269,0.0102499,0.00625516,0.0790895,0
-0.197846,0.917716,0.957975,-0.0104121,0.0145619,0.120673,0
0.294048,0.908224,0.953008,-0.0232732,0.00336378,0.0579981,0
-0.312745,0.887885,0.942276,0.00707167,0.00929825,0.0964275,0
-0.112682,1.00121,1.0006,0.028404,0.0102892,0.101436,0
-0.316159,0.937084,0.968031,0.0171237,0.00845671,0.0919604,0
0.222567,0.9886,0.994283,0.0315536,0.00564002,0.0751,0
0.0753816,1.00834,1.00416,-0.00932741,0.0189164,0.137537,0
0.341584,0.992202,0.996093,-0.0028492,0.0065044,0.0806499,0
0.0461213,0.952998,0.976216,-0.0162117,0.0119969,0.10953,0
-0.352435,0.896626,0.946903,0.02156,0.00904074,0.0950828,0
-0.224347,0.97352,0.986671,-0.0255954,0.015543,0.124672,0
0.190754,1.02985,1.01481,0.0064097,0.00879542,0.0937839,0
0.210225,0.958418,0.978988,-0.0187389,0.0116699,0.108027,0
-0.73952,0.476667,0.69041,0.0466121,0.00835522,0.0914069,0
0.163834,0.937252,0.968118,-0.0162122,0.00622672,0.0789095,0
-0.207692,0.91318,0.955605,0.00894607,0.0173863,0.131857,0
0.229169,1.00697,1.00348,-0.00585789,0.0106876,0.103381,0
0.447423,0.776505,0.881195,-0.0101214,0.00901654,0.0949555,0
0.446842,0.882151,0.939229,0.0124965,0.0148256,0.12176,0
0.23451,0.920807,0.959587,-0.00558614,0.00767428,0.087603,0
-0.629689,0.663305,0.814435,0.0118444,0.0090727,0.0952507,0
-0.198725,0.959074,0.979323,0.0131223,0.00631561,0.0794708,0
0.069547,0.882766,0.939556,-0.010046,0.0106014,0.102963,0
0.184926,0.955502,0.977498,0.00801874,0.0051534,0.0717872,0
0.297684,0.915234,0.956679,0.0360427,0.00578339,0.0760486,0
0.205213,0.931126,0.964949,-0.00167654,0.00631166,0.0794459,0
0.0613959,0.885587,0.941056,0.0156301,0.00690061,0.0830699,0
-0.180799,1.01545,1.00769,-0.0274282,0.0115507,0.107474,0
0.198279,0.984276,0.992107,0.0197672,0.00650714,0.0806668,0
-0.219549,0.955404,0.977448,0.0214358,0.0106531,0.103214,0
-0.500175,0.848076,0.920911,0.039231,0.00795794,0.0892073,0
0.128915,0.887403,0.94202,0.0247071,0.0122439,0.110652,0
0.164521,0.95662,0.97807,-0.0488412,0.0126422,0.112437,0
-0.0660167,1.01525,1.0076,-0.0257982,0.00752179,0.0867283,0
-0.0580247,0.981811,0.990864,0.0194946,0.0186323,0.1365,0
0.0951293,1.0259,1.01287,0.0488246,0.0081495,0.0902746,0
-0.460649,0.826542,0.909144,-0.0466672,0.0110306,0.105027,0
0.0716151,0.959307,0.979442,0.0162893,0.0119909,0.109503,0
0.0696033,1.00987,1.00492,0.016376,0.0074145,0.0861075,0
0.236301,1.02416,1.01201,0.00543594,0.0159502,0.126294,0
-0.0486145,1.15373,1.07412,-0.00196501,0.00840229,0.091664,0
-0.0202549,1.12566,1.06097,0.0258457,0.00872676,0.0934171,0
0.20046,0.912462,0.955229,0.0282654,0.011399,0.106766,0
-0.056418,1.00359,1.00179,-0.01729,0.0045542,0.0674848,0
0.204853,0.984275,0.992106,-0.0105741,0.0100673,0.100336,0
0.238656,0.974539,0.987188,0.0336685,0.0125765,0.112145,0
-0.0737078,1.08547,1.04186,0.012451,0.00902602,0.0950054,0
0.222527,0.919342,0.958823,-0.00323036,0.00453738,0.0673601,0
-0.106289,0.956685,0.978103,0.0240036,0.00763776,0.0873943,0
0.215007,0.919455,0.958882,0.0230559,0.00562895,0.0750263,0
-0.326038,0.866235,0.930717,0.0263918,0.00381074,0.0617312,0
0.475659,0.741407,0.86105,0.0020452,0.00419877,0.0647979,0
-0.350026,0.873934,0.934844,0.00761791,0.00732723,0.0855992,0
0.0828323,1.04952,1.02446,0.0112074,0.0114093,0.106815,0
-0.229716,0.935487,0.967206,0.0146813,0.0117362,0.108334,0
-0.112256,1.01921,1.00956,-0.018029,0.0137845,0.117407,0
-0.11894,1.01606,1.008,0.00718675,0.00631523,0.0794684,0
-0.453476,0.75183,0.867081,0.0211572,0.00873462,0.0934592,0
0.201537,0.992105,0.996045,0.0455958,0.0167005,0.129231,0
-0.0695864,1.01072,1.00535,-0.00717846,0.00960228,0.0979912,0
0.21662,1.01314,1.00655,-0.0104255,0.00950828,0.0975104,0
0.422559,0.740214,0.860357,0.0040476,0.00880227,0.0938204,0
0.198128,0.924386,0.96145,-0.0229813,0.0147801,0.121573,0
-0.326027,0.942199,0.970669,-0.0177835,0.00661732,0.0813469,0
-0.184436,0.913943,0.956004,-0.000275016,0.0147276,0.121357,0
-0.475136,0.80246,0.895801,0.0244059,0.00744576,0.0862888,0
0.0587396,1.03844,1.01904,0.0126615,0.010105,0.100524,0
-0.0718605,1.09657,1.04717,0.0187781,0.00874841,0.0935329,0
-0.209268,1.02493,1.01239,0.00256902,0.00829109,0.0910554,0
-0.16862,0.94202,0.970577,0.0148271,0.00464379,0.0681453,0
-0.18153,0.915469,0.956801,-0.0258797,0.00845872,0.0919713,0
-0.113172,0.989359,0.994665,0.00639175,0.00754705,0.0868738,0
0.084032,0.969499,0.984631,-0.00813987,0.00746151,0.08638,0
-0.155896,0.94814,0.973725,0.00412148,0.00738396,0.08593,0
-0.0348062,0.995053,0.997523,-0.00600973,0.0112965,0.106285,0
-0.174919,0.87925,0.937683,0.0189231,0.0151665,0.123152,0
0.0400688,0.937028,0.968002,-0.00754803,0.00497399,0.0705265,0
0.165963,0.969187,0.984473,-0.00924687,0.0107152,0.103514,0
-0.0901782,0.97257,0.98619,0.0340925,0.00802686,0.0895927,0
0.179795,1.04615,1.02281,-0.0243362,0.0040655,0.0637612,0
-0.430701,0.739555,0.859974,-0.0457391,0.00880451,0.0938323,0
-0.0464816,1.02625,1.01304,-0.00648062,0.0108006,0.103926,0
0.195613,1.04812,1.02378,-0.00413534,0.00752063,0.0867216,0
-0.358879,0.84915,0.921494,-0.00555892,0.0103826,0.101895,0
0.0476331,1.00518,1.00259,-0.0165021,0.0093688,0.0967926,0
0.467245,0.712578,0.844143,0.000815447,0.0171927,0.131121,0
-0.325586,0.846348,0.919972,0.0182937,0.00884191,0.0940314,0
0.0660979,0.897613,0.947424,0.0541123,0.00738127,0.0859143,0
-0.0314784,1.06571,1.03233,-0.0174734,0.0129211,0.113671,0
0.363741,0.850579,0.922268,-0.0155759,0.00946104,0.0972679,0
0.00157126,1.04065,1.02012,-0.0124866,0.00578012,0.0760271,0
0.22026,0.900181,0.948779,0.0271469,0.00669409,0.0818174,0
-0.369095,0.895233,0.946168,0.0135831,0.00567563,0.0753368,0
-0.312089,0.892677,0.944816,0.0234768,0.0124005,0.111358,0
0.212402,0.997202,0.9986,0.0322922,0.00671639,0.0819536,0
-0.313942,0.970225,0.985,-0.0258601,0.0166833,0.129164,0
-0.0516141,0.94959,0.974469,-0.0117716,0.00690842,0.0831169,0
-0.331094,0.833981,0.913226,0.0252301,0.0132702,0.115196,0
0.0947625,0.956069,0.977788,-0.00709182,0.0150167,0.122543,0
-0.200014,0.957551,0.978545,0.0258663,0.0121633,0.110288,0
-0.222875,1.0007,1.00035,-0.0035281,0.0173677,0.131786,0
-0.0677504,0.9387,0.968865,0.0140608,0.0084493,0.0919201,0
0.193117,0.944916,0.972068,-0.0227442,0.00638226,0.079889,0
0.484151,0.763179,0.873601,0.0178197,0.00834342,0.0913423,0
-0.329122,0.921446,0.95992,0.0247681,0.0088439,0.094042,0
-0.212843,0.851341,0.922681,0.0543401,0.00940016,0.0969544,0
-0.017897,0.972057,0.98593,-0.0343445,0.0145337,0.120556,0
0.184514,0.89905,0.948183,-0.000969795,0.012031,0.109686,0
-0.0808315,1.02088,1.01039,-0.00770857,0.00704669,0.0839446,0
-0.346231,0.832931,0.912651,-0.0118597,0.00471383,0.0686573,0
-0.309127,0.832981,0.912678,-0.00914082,0.0088154,0.0938904,0
0.196325,0.967788,0.983762,-0.029721,0.0157871,0.125647,0
-0.102008,0.922475,0.960456,0.0195427,0.0136458,0.116815,0
0.0700936,0.975696,0.987773,-0.0398515,0.00989351,0.0994661,0
0.229657,0.93122,0.964997,-0.0297148,0.00871419,0.0933498,0
-0.0251234,1.03852,1.01908,-0.000108319,0.00948485,0.0973902,0
-0.106364,1.07708,1.03782,0.0383858,0.010934,0.104566,0
0.0645508,0.94786,0.973581,0.0339668,0.0101395,0.100695,0
-0.212012,1.05331,1.02631,0.01148,0.00864723,0.0929905,0
-0.192087,0.88674,0.941669,-0.0155399,0.00508447,0.0713055,0
0.222584,0.977172,0.98852,-0.0188235,0.00811067,0.0900593,0
-0.0740268,1.02217,1.01102,-0.0138131,0.00833264,0.0912833,0
-0.100018,1.04913,1.02427,-0.0189988,0.00705781,0.0840108,0
-0.0732004,0.977589,0.988731,0.0153198,0.00341944,0.058476,0
0.178022,0.920663,0.959512,-0.0153296,0.00380532,0.0616873,0
0.0515326,0.957287,0.97841,0.0254173,0.00421765,0.0649434,0
0.0610013,1.04335,1.02145,0.0268161,0.0176215,0.132746,0
-0.0755562,0.920435,0.959393,-0.0468569,0.0147037,0.121259,0
-0.0679015,1.04241,1.02098,-0.0362108,0.00755875,0.0869411,0
-0.221473,1.0216,1.01074,0.00097308,0.00737191,0.0858598,0
-0.0671164,1.09255,1.04525,0.0253676,0.00936067,0.0967506,0
0.185662,0.961529,0.980576,-0.0270948,0.00723568,0.0850628,0
-0.168699,0.90762,0.952691,-0.0221848,0.0129371,0.113741,0
0.493152,0.906788,0.952254,-0.013009,0.00391882,0.0626005,0
-0.318574,0.816185,0.903429,0.025768,0.00591343,0.0768988,0
0.185187,0.948188,0.973749,-0.0290998,0.0163657,0.127929,0
-0.0835051,0.999345,0.999672,-0.00202402,0.0133914,0.115721,0
-0.188545,0.948756,0.974041,0.0118077,0.0127443,0.112891,0
0.198614,1.00772,1.00385,0.0145905,0.00524932,0.0724522,0
0.759801,0.43555,0.659962,-0.00625852,0.00629371,0.0793329,0
-0.216884,1.03831,1.01898,-0.0140901,0.0108491,0.104159,0
0.0574147,0.951416,0.975406,0.0193573,0.00763934,0.0874033,0
-0.365966,0.981438,0.990676,0.00792815,0.0159894,0.126449,0
-0.283521,0.984547,0.992244,-0.0206864,0.00874189,0.0934981,0
-0.351232,0.952373,0.975896,-0.0293512,0.013409,0.115797,0
-0.189775,0.990685,0.995331,-0.0176901,0.00967717,0.0983726,0
0.217588,1.01771,1.00881,-0.012779,0.00543455,0.0737194,0
0.237326,0.954474,0.976972,-0.0189734,0.00844349,0.0918884,0
0.0836396,1.00244,1.00122,0.035015,0.0114648,0.107074,0
0.0808468,1.00965,1.00482,-0.0187788,0.00846472,0.0920039,0
-0.300373,0.818747,0.904847,0.0169892,0.00775545,0.088065,0
-0.0317566,1.04711,1.02328,0.0689177,0.0035194,0.0593245,0
0.210539,0.926762,0.962685,-0.0143571,0.00611097,0.0781727,0
-0.341588,0.970056,0.984914,0.00062873,0.00926632,0.0962617,0
0.0274468,0.962408,0.981024,0.016398,0.00808684,0.0899268,0
0.368493,0.91321,0.95562,-0.0118344,0.0117337,0.108322,0
0.289613,0.900623,0.949012,0.0521947,0.00734753,0.0857177,0
0.219286,0.9184,0.958332,0.0213826,0.00516289,0.0718533,0
-0.0602681,1.05397,1.02663,0.0344723,0.00551726,0.0742783,0
-0.0567593,0.918551,0.958411,0.00988263,0.00720119,0.0848598,0
0.0784496,1.02846,1.01413,0.0332512,0.00823173,0.0907289,0
-0.0962612,1.11454,1.05572,-0.0251782,0.00387929,0.062284,0
-0.293611,0.894426,0.945741,-0.00322247,0.0103493,0.101732,0
-0.0799051,0.942538,0.970844,-0.0156518,0.00856638,0.0925547,0
-0.0395961,0.963728,0.981696,-0.0422312,0.00810987,0.0900548,0
0.49466,0.690657,0.831058,-0.0270016,0.0108875,0.104343,0
-0.0395363,1.03182,1.01578,-0.036675,0.00644361,0.0802721,0
0.0404805,1.0743,1.03648,-0.0243273,0.0126197,0.112338,0
-0.332105,0.848587,0.921188,-0.00371549,0.0126693,0.112558,0
-0.331837,0.844815,0.919138,-0.0216639,0.0081079,0.0900439,0
0.0213557,1.04166,1.02062,-0.00326714,0.0060967,0.0780814,0
0.209983,1.00843,1.00421,0.0300549,0.00869226,0.0932323,0
-0.168002,1.06492,1.03195,-0.00478428,0.00721546,0.0849439,0
0.29597,0.874694,0.935251,-0.0432193,0.00457686,0.0676525,0
-0.208263,0.947068,0.973174,0.00076235,0.00991009,0.0995494,0
0.100604,1.0439,1.02172,-0.0289339,0.00836758,0.0914745,0
-0.172255,0.93689,0.967931,-0.0346568,0.00507473,0.0712371,0
-0.354158,0.856899,0.925688,0.0454706,0.00777109,0.0881538,0
0.0657746,1.0387,1.01916,-0.0161968,0.0101325,0.10066,0
0.36326,0.839189,0.916072,-0.0351831,0.00601199,0.077537,0
-0.210816,1.05852,1.02884,0.0219153,0.00844294,0.0918855,0
-0.352493,0.882838,0.939594,-0.0390141,0.0068713,0.0828933,0
-0.0572161,0.982762,0.991344,0.0177784,0.0124239,0.111463,0
-0.111784,1.03845,1.01905,-0.0314946,0.00273698,0.0523161,0
0.105966,0.992153,0.996069,-0.0130505,0.0110151,0.104953,0
-0.33076,0.909307,0.953576,0.0196681,0.00686949,0.0828824,0
0.0662203,1.05465,1.02696,-0.00656097,0.00765688,0.0875036,0
0.198542,0.933323,0.966086,-0.00101749,0.00484457,0.069603,0
-0.203673,0.887008,0.941811,-0.0273048,0.011292,0.106264,0
0.0698983,0.982435,0.991179,-0.00628234,0.0155416,0.124666,0
-0.350495,0.841684,0.917433,0.00232687,0.0196812,0.14029,0
0.0712355,0.982511,0.991217,-0.0530113,0.004933,0.0702353,0
0.224435,0.930593,0.964672,-0.0150423,0.00762987,0.0873491,0
-0.308191,0.985241,0.992593,-0.021018,0.0174819,0.132219,0
0.161223,0.996441,0.998219,0.00227883,0.00536257,0.0732296,0
-0.157608,0.967843,0.98379,0.0204065,0.00971943,0.0985872,0
-0.312205,0.842714,0.917995,-0.0511578,0.0168049,0.129634,0
-0.113828,0.909632,0.953746,0.00428632,0.00961234,0.0980426,0
-0.195373,1.00447,1.00223,0.0250794,0.00424104,0.0651232,0
-0.317064,0.967213,0.98347,0.0155238,0.0142124,0.119216,0
0.0853741,1.05328,1.0263,-0.0152085,0.00896397,0.0946782,0
-0.587698,0.636384,0.797737,0.0204548,0.00873124,0.0934411,0
-0.0671415,1.04192,1.02074,0.0104026,0.00434258,0.0658983,0
-0.0745769,1.10444,1.05092,-0.0287644,0.00481325,0.0693776,0
0.775363,0.445889,0.667749,-0.00695671,0.0054562,0.0738661,0
0.10505,0.983491,0.991711,-0.0221347,0.0101358,0.100677,0
-0.0731114,1.03408,1.0169,0.0282917,0.0112766,0.106191,0
0.48148,0.7392,0.859767,0.0737385,0.00654517,0.0809022,0
0.201205,0.986911,0.993434,0.0299257,0.00486772,0.0697691,0
-0.0167955,1.02643,1.01313,-0.0047462,0.0137763,0.117373,0
-0.289871,0.935732,0.967332,0.0337891,0.00719712,0.0848358,0
-0.332885,0.88725,0.94194,0.0242462,0.0127843,0.113068,0
0.0588504,0.969043,0.9844,-0.00281887,0.018412,0.135691,0
0.179967,0.9439,0.971545,0.0231591,0.00664591,0.0815225,0
-0.460104,0.863939,0.929483,0.00165638,0.0162406,0.127439,0
-0.357725,0.882641,0.93949,0.00620507,0.00980192,0.0990046,0
-0.365578,0.89624,0.9467,0.0342959,0.0160845,0.126825,0
-0.0972187,1.07354,1.03612,-0.00943638,0.00857501,0.0926014,0
0.0716172,0.972858,0.986336,0.0393931,0.0125264,0.111922,0
0.496748,0.767137,0.875864,-0.0149649,0.0119904,0.109501,0
-0.221354,0.893616,0.945313,0.0209851,0.0104429,0.10219,0
-0.469063,0.818269,0.904582,0.00429467,0.00943551,0.0971366,0
0.0398582,1.01672,1.00832,-0.00109711,0.0120018,0.109553,0
-0.0459771,1.09323,1.04557,-0.0346672,0.0110142,0.104949,0
0.183993,0.97951,0.989702,-0.0245631,0.00444323,0.0666576,0
0.0322878,0.988412,0.994189,0.031689,0.0103596,0.101782,0
-0.328352,0.962814,0.981231,-0.0318103,0.00751993,0.0867175,0
-0.198625,1.03003,1.01491,-0.0545686,0.0101697,0.100845,0
-0.341895,0.883323,0.939853,-0.0308224,0.0141363,0.118896,0
-0.472547,0.789294,0.888422,0.0313414,0.012063,0.109832,0
0.343289,0.800967,0.894968,0.00474463,0.0112809,0.106212,0
-0.346305,1.01656,1.00825,-0.027981,0.00654835,0.0809219,0
0.198494,1.03065,1.01521,-0.0114509,0.00508753,0.0713269,0
-0.160695,0.963449,0.981554,0.00495513,0.00481704,0.0694049,0
0.075548,0.969448,0.984606,-0.00950101,0.00461069,0.067902,0
0.200246,0.91427,0.956175,-0.0551238,0.0131409,0.114634,0
-0.23914,0.970835,0.98531,0.0130552,0.00670035,0.0818557,0
0.0418743,0.998715,0.999357,0.0511439,0.00954031,0.0976745,0
-0.136997,1.02085,1.01037,0.00175079,0.0144075,0.120031,0
0.215711,1.01085,1.00541,0.0246117,0.0150173,0.122545,0
-0.340699,0.983646,0.991789,-0.0348568,0.0178618,0.133648,0
0.326265,0.868803,0.932096,-0.0119046,0.00725671,0.0851863,0
0.194085,0.91853,0.9584,-0.0278823,0.00672341,0.0819964,0
0.187669,0.879997,0.938082,-0.0112436,0.00774097,0.0879828,0
-0.350455,0.853485,0.923843,-0.00364933,0.00946997,0.0973138,0
0.185985,1.05646,1.02784,-0.0259972,0.00741438,0.0861068,0
-0.0628313,0.963624,0.981643,-0.0467344,0.00281607,0.0530667,0
-0.212805,0.932001,0.965402,0.0149126,0.00838254,0.0915562,0
0.0766913,1.03194,1.01584,-0.013782,0.00975365,0.0987606,0
-0.0605138,1.01626,1.0081,0.0362259,0.014783,0.121585,0
-0.441546,0.804955,0.897193,-0.0459701,0.013617,0.116692,0
0.190007,0.966019,0.982862,0.00393409,0.0221011,0.148665,0
-0.22605,0.981628,0.990771,-0.0190399,0.00641249,0.080078,0
-0.0582562,1.07314,1.03592,-0.00869392,0.0126567,0.112502,0
-0.308181,0.924435,0.961475,-0.0282094,0.00425698,0.0652455,0
-0.0136702,0.903398,0.950473,-0.0061919,0.0102344,0.101165,0
0.587684,0.6386,0.799125,0.00565231,0.00868783,0.0932085,0
0.0361075,1.00176,1.00088,-0.0320683,0.00570502,0.0755316,0
0.572663,0.631013,0.794363,-0.00231492,0.0136925,0.117015,0
0.326386,0.868683,0.932032,0.0213796,0.0102906,0.101443,0
0.128446,1.10025,1.04893,-0.034074,0.00920399,0.0959374,0
-0.198783,0.987974,0.993969,-0.0403946,0.0114748,0.10712,0
-0.18697,0.918811,0.958546,0.00978085,0.00978136,0.0989007,0
0.339555,0.872495,0.934074,-0.0319758,0.0129661,0.113869,0
-0.349174,0.920365,0.959357,-0.02143,0.00932886,0.096586,0
0.369507,0.890896,0.943873,-0.0384172,0.00598499,0.0773627,0
0.101173,1.02126,1.01058,-0.0299849,0.0111709,0.105692,0
0.451574,0.725471,0.851746,0.0459957,0.017119,0.130839,0
0.190136,0.951518,0.975458,0.036211,0.0143438,0.119766,0
-0.16573,0.938505,0.968765,0.0273883,0.00969892,0.0984831,0
-0.0813841,0.933749,0.966307,-0.0336645,0.0113758,0.106657,0
-0.103315,1.04632,1.0229,0.0230889,0.0117883,0.108574,0
0.0437313,0.949094,0.974214,-0.0284572,0.0110555,0.105145,0
0.118354,1.01295,1.00645,-0.0198368,0.00700687,0.083707,0
-0.0406425,1.02706,1.01344,-0.0326312,0.00745645,0.0863507,0
-0.10702,1.01516,1.00755,-0.049956,0.00727801,0.0853113,0
-0.0529873,1.04627,1.02287,0.0240595,0.0147134,0.121299,0
0.342788,0.886224,0.941395,0.0373957,0.00885008,0.0940748,0
0.165024,0.93794,0.968473,-0.0187059,0.0075889,0.0871143,0
-0.313528,0.930684,0.96472,0.0224713,0.00913301,0.0955668,0
-0.188255,0.914778,0.95644,0.0274604,0.00657153,0.081065,0
-0.237746,0.948004,0.973655,0.0641337,0.0154614,0.124344,0
-0.469159,0.761449,0.87261,-0.0270537,0.00333047,0.0577103,0
0.116788,1.04363,1.02158,0.0166789,0.011555,0.107494,0
0.0663145,0.971688,0.985743,-0.00634193,0.0129978,0.114008,0
0.475561,0.82807,0.909984,-0.00175712,0.0106087,0.102999,0
0.216974,0.970564,0.985172,0.0424306,0.00889571,0.0943171,0
0.0459615,1.04658,1.02302,-0.00140239,0.00761628,0.0872713,0
0.315253,0.891504,0.944195,-0.0195442,0.00932119,0.0965463,0
-0.554461,0.786439,0.886814,0.0252879,0.0128657,0.113427,0
0.179552,0.992192,0.996088,-0.000684679,0.0064111,0.0800694,0
-0.0921933,1.07557,1.0371,-0.00937124,0.00836738,0.0914734,0
0.201097,0.963583,0.981623,-0.0214767,0.0160176,0.12656,0
-0.0814702,1.07233,1.03554,-0.0171099,0.00953006,0.097622,0
-0.305929,0.934072,0.966474,-0.00692666,0.00459365,0.0677765,0
0.0783976,0.87626,0.936087,-0.0289144,0.00568023,0.0753673,0
0.0582515,1.06605,1.0325,-0.0207158,0.00469584,0.0685262,0
0.474368,0.763354,0.873701,0.0138734,0.0122451,0.110658,0
-0.375809,1.00482,1.00241,-0.0264059,0.00702632,0.0838231,0
-0.0829613,0.934559,0.966726,-0.0128411,0.00827021,0.0909407,0
0.226582,0.940123,0.969599,0.00276662,0.00361512,0.0601259,0
0.111036,1.0344,1.01705,-0.00911409,0.00873797,0.0934771,0
-0.0933892,0.946972,0.973125,0.0045857,0.0131211,0.114547,0
0.164199,0.984602,0.992271,0.000948605,0.00844448,0.0918938,0
-0.3692,0.927863,0.963256,-0.00863262,0.00467106,0.0683451,0
-0.119953,1.03137,1.01556,0.0362518,0.0102579,0.101282,0
-0.0610464,0.985507,0.992727,-0.00491382,0.00983289,0.0991609,0
-0.464311,0.765092,0.874695,-0.0380545,0.00721255,0.0849267,0
-0.0850646,0.966218,0.982964,-0.00868477,0.00856821,0.0925646,0
0.36182,0.929847,0.964286,0.0245231,0.00459503,0.0677866,0
-0.20577,0.977999,0.988939,-0.0204288,0.00367983,0.0606616,0
0.229061,0.925474,0.962016,-0.0304702,0.0168596,0.129845,0
0.177775,0.923478,0.960978,1.24535e-07,0.0172143,0.131203,0
-0.297016,0.874462,0.935127,0.00598787,0.0114264,0.106894,0
0.364258,0.934988,0.966948,0.0143222,0.0112399,0.106019,0
-0.0855362,1.01069,1.00533,-0.0398754,0.00544101,0.0737632,0
-0.179901,0.920489,0.959421,-0.0532474,0.00735673,0.0857714,0
0.208557,1.05601,1.02762,0.0344141,0.00939881,0.0969475,0
-0.346957,0.963139,0.981397,-0.0313441,0.0108617,0.104219,0
-0.0635233,1.0761,1.03735,0.00405514,0.0113126,0.106361,0
-0.0608745,1.03156,1.01566,0.00152444,0.0127683,0.112997,0
-0.454212,0.694604,0.833429,-0.00186145,0.00721469,0.0849393,0
0.356111,0.839898,0.916459,-0.00505444,0.00983285,0.0991607,0
-0.21655,0.973965,0.986897,-0.0057068,0.011498,0.107228,0
0.0340994,1.10592,1.05163,-0.0114987,0.0145537,0.120639,0
-0.0451584,1.01558,1.00776,0.00908566,0.00451935,0.0672261,0
0.200439,0.976983,0.988425,-0.0318333,0.00878146,0.0937095,0
0.341615,0.877879,0.936952,0.0410083,0.00953119,0.0976278,0
-0.0833685,0.935783,0.967359,-0.0317057,0.00973554,0.0986689,0
0.179069,0.984495,0.992217,-0.0377337,0.00776581,0.0881238,0
0.0670769,0.93506,0.966985,0.0151125,0.0154526,0.124309,0
0.177407,1.03205,1.0159,0.0205328,0.00438576,0.0662251,0
-0.589049,0.740477,0.860509,0.00266797,0.0128887,0.113528,0
0.588489,0.709752,0.842468,0.0174601,0.00822287,0.09068,0
0.320593,0.869954,0.932713,0.00395244,0.00528097,0.0726703,0
-0.498025,0.824563,0.908055,-0.0458007,0.00466601,0.0683082,0
0.242555,0.97519,0.987517,0.00381955,0.0062056,0.0787756,0
0.0345443,1.0756,1.03711,0.0251595,0.00921045,0.0959711,0
0.411523,0.763678,0.873887,-0.0181619,0.00789045,0.0888282,0
-0.0886228,0.985014,0.992479,-0.0353614,0.00860942,0.092787,0
-0.0505818,0.982421,0.991172,-0.0338794,0.00869262,0.0932342,0
0.2009,0.947482,0.973387,0.0255911,0.00547726,0.0740085,0
0.304676,0.922352,0.960392,0.00514628,0.0105387,0.102658,0
-0.350591,0.945253,0.972241,0.0100687,0.00755235,0.0869042,0
-0.205912,0.899658,0.948503,-0.0644755,0.0073221,0.0855693,0
0.203835,0.910461,0.954181,-0.0253481,0.00768911,0.0876876,0
0.0601599,0.969753,0.98476,0.0326237,0.0120296,0.10968,0
0.336658,0.871579,0.933584,0.0109744,0.00386384,0.0621598,0
0.203655,0.933355,0.966103,-0.0039139,0.0109964,0.104864,0
-0.494952,0.679898,0.824559,-0.057331,0.0108663,0.104241,0
-0.0498364,1.06609,1.03251,0.0424753,0.00956985,0.0978256,0
0.0531992,1.05526,1.02726,0.00302534,0.0135166,0.116261,0
0.0525672,1.03563,1.01766,-0.0379712,0.00526969,0.0725927,0
-0.0525726,0.949858,0.974606,-0.0069493,0.0102755,0.101368,0
0.502596,0.77331,0.879381,0.0125482,0.00340233,0.0583295,0
0.0243757,1.04912,1.02427,-0.00897996,0.00769201,0.0877041,0
-0.314072,0.882767,0.939557,0.0248191,0.0124708,0.111673,0
-0.0514479,0.920307,0.959326,-0.00469076,0.0115898,0.107656,0
0.0732819,0.982056,0.990987,-0.00951365,0.00822038,0.0906663,0
-0.0330131,1.02695,1.01338,-0.0178116,0.00854549,0.0924418,0
-0.188146,1.02128,1.01058,0.0197002,0.0120845,0.10993,0
-0.208878,0.951459,0.975428,0.0237748,0.0102995,0.101486,0
0.314724,0.886867,0.941736,-0.00982193,0.00657288,0.0810733,0
0.0745312,0.897607,0.947421,0.0160398,0.0160754,0.126789,0
-0.074373,1.03206,1.0159,-0.0115048,0.00794313,0.0891242,0
0.0619331,1.00524,1.00262,0.0264576,0.00649984,0.0806216,0
0.470593,0.794042,0.89109,0.0158862,0.00537662,0.0733255,0
-0.150737,0.984469,0.992204,-0.033183,0.00998049,0.0999024,0
-0.222816,0.962777,0.981212,-0.0331626,0.012434,0.111508,0
0.110547,1.04631,1.02289,-0.0273019,0.0106262,0.103084,0
-0.394056,0.859837,0.927274,0.0247745,0.00830412,0.0911269,0
0.333546,0.935275,0.967096,-0.0206093,0.0102517,0.101251,0
-0.334152,0.936018,0.96748,0.0054875,0.0130711,0.114329,0
0.324291,0.889436,0.943099,-0.0209535,0.0131079,0.11449,0
-0.0512599,0.980488,0.990196,-0.011926,0.00661403,0.0813267,0
